fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.68149,0.00671,0.00883,0.84288,0.00047,3.08506,0.62795,7.17556,0.61735,1.87413,0.01689,0.87307,0.19547,0.0,0.15505,0.44131,0.0,0.0,0.0,0.3155,0.0,1.0,0.0,0.0
0.67733,0.00747,0.00831,0.8342,0.00049,3.43743,0.59541,8.62501,0.57407,1.64724,0.01625,0.9,0.19639,0.0,0.15178,0.56882,0.0,0.0,0.0,0.30009,0.0,0.98957,0.0,0.0
0.67621,0.00789,0.00823,0.81413,0.00059,3.46905,0.48262,7.87547,0.59975,1.58395,0.01626,0.9,0.18275,0.0,0.13718,0.58295,0.0,0.0,0.0,0.30686,0.0,0.97613,0.0,0.0
0.68139,0.00704,0.00834,0.834,0.00047,3.45336,0.61637,7.77006,0.59965,1.84158,0.01696,0.9,0.18649,0.0,0.14863,0.52988,0.0,0.0,0.0,0.30265,0.0,0.98957,0.0,0.0
0.67403,0.00813,0.0081,0.85854,0.0005,2.86205,0.60719,7.57854,0.64947,1.57737,0.01712,0.9,0.19372,0.0,0.13718,0.43334,0.0,0.0,0.0,0.26469,0.0,0.90781,0.0,0.0
0.67822,0.00669,0.00823,0.838,0.00049,3.46905,0.61022,7.57375,0.59975,1.77967,0.0171,0.89995,0.18397,0.0,0.13718,0.51796,0.0,0.0,0.0,0.30166,0.0,1.0,0.0,0.0
0.68225,0.00713,0.00684,0.8342,0.00047,3.52548,0.57923,7.77006,0.59975,1.79186,0.01852,0.64649,0.18214,0.0,0.14991,0.41168,0.0,0.0,0.0,0.36186,0.0,0.98957,0.0,0.0
0.68565,0.00773,0.008,0.84139,0.00047,2.7261,0.86689,8.04852,0.78499,1.87326,0.01756,0.87866,0.18931,0.0,0.14458,0.52235,0.0,0.0,0.0,0.33097,0.0,1.0,0.0,0.0
0.68295,0.00662,0.00898,0.84606,0.00047,3.08678,0.64054,7.23049,0.63244,1.86314,0.01693,0.89469,0.1962,0.0,0.15006,0.44803,0.0,0.0,0.0,0.30842,0.0,1.0,0.0,0.0
0.67768,0.00966,0.00909,0.7882,0.00062,2.56552,0.80169,11.45563,0.58839,1.56999,0.01666,0.9,0.10016,0.0,0.14847,0.54332,0.0,0.0,0.0,0.30228,0.0,1.0,0.0,0.0
0.68561,0.0073,0.00854,0.83818,0.00047,3.28287,0.60719,8.18752,0.56421,1.79973,0.01563,0.9,0.20096,0.0,0.13718,0.52386,0.0,0.0,0.0,0.31525,0.0,0.98404,0.0,0.0
0.68149,0.00649,0.0082,0.84244,0.00048,3.46905,0.61508,7.32066,0.59421,1.83631,0.01691,0.8624,0.19057,0.0,0.13718,0.51221,0.0,0.0,0.0,0.29564,0.0,0.96721,0.0,0.0
0.68508,0.00742,0.00919,0.81057,0.00049,3.298,0.55772,8.33487,0.74348,1.80221,0.01354,0.85949,0.14937,0.0,0.13324,0.52755,0.0,0.0,0.0,0.29745,0.0,1.0,0.0,0.0
0.67942,0.00658,0.0081,0.84444,0.00048,3.13006,0.63002,7.77006,0.55998,1.93331,0.01758,0.9,0.18649,0.0,0.14454,0.5311,0.0,0.0,0.0,0.2852,0.0,1.0,0.0,0.0
0.67859,0.00662,0.00757,0.74286,0.00054,3.21443,0.53764,8.80742,0.63193,1.56403,0.01689,0.85901,0.19243,0.0,0.15989,0.39514,0.0,0.0,0.0,0.18065,0.0,1.0,0.0,0.0
0.67918,0.00687,0.00883,0.83676,0.00045,3.53871,0.63268,7.74714,0.59975,1.80496,0.01725,0.82482,0.17412,0.0,0.14201,0.46379,0.0,0.0,0.0,0.31078,0.0,1.0,0.0,0.0
0.68024,0.00674,0.00834,0.81538,0.00047,3.8115,0.66731,7.01126,0.60609,1.84096,0.02182,0.85577,0.20375,0.0,0.14426,0.5311,0.0,0.0,0.0,0.30228,0.0,0.87134,0.0,0.0
0.69059,0.00675,0.00822,0.83955,0.00049,3.47028,0.60734,7.6181,0.59607,1.79973,0.01706,0.9,0.18493,0.0,0.13752,0.51257,0.0,0.0,0.0,0.29893,0.0,1.0,0.0,0.0
0.67993,0.00675,0.00823,0.82009,0.00055,3.78883,0.60641,6.38854,0.51826,1.68893,0.01939,0.9,0.18275,0.0,0.13902,0.41066,0.0,0.0,0.0,0.23507,0.0,1.0,0.0,0.0
0.68195,0.0066,0.00753,0.83704,0.00049,3.56956,0.60552,7.34147,0.57007,1.72353,0.01706,0.86621,0.18583,0.0,0.13613,0.51554,0.0,0.0,0.0,0.29893,0.0,0.97025,0.0,0.0
0.68159,0.00543,0.00705,0.82027,0.0005,2.87384,0.42761,9.92791,0.49187,1.79973,0.01044,0.9,0.15799,0.0,0.13752,0.35582,0.0,0.0,0.0,0.29893,0.0,0.93701,0.0,0.0
0.68601,0.00675,0.00804,0.83955,0.00045,3.43559,0.61959,7.79055,0.60962,1.6458,0.01625,0.9,0.18406,0.0,0.13487,0.51257,0.0,0.0,0.0,0.31351,0.0,0.99672,0.0,0.0
0.68513,0.00666,0.0082,0.83874,0.00048,3.35556,0.60113,7.71226,0.58762,1.83727,0.0177,0.89293,0.18972,0.0,0.13634,0.50834,0.0,0.0,0.0,0.30311,0.0,1.0,0.0,0.0
0.68078,0.00675,0.00687,0.83955,0.00051,3.19125,0.56325,7.6181,0.621,1.82538,0.01706,0.75581,0.18341,0.0,0.13157,0.51257,0.0,0.0,0.0,0.28596,0.0,1.0,0.0,0.0
0.68456,0.00637,0.0081,0.82222,0.00049,3.47028,0.59877,7.34066,0.55738,1.91685,0.01678,0.9,0.18857,0.0,0.13509,0.49803,0.0,0.0,0.0,0.29893,0.0,1.0,0.0,0.0
0.68628,0.00644,0.00719,0.80877,0.00051,3.47028,0.56856,7.6181,0.59607,1.80683,0.01642,0.9,0.17436,0.0,0.13741,0.51257,0.0,0.0,0.0,0.30276,0.0,1.0,0.0,0.0
0.68512,0.00664,0.00798,0.81939,0.00048,3.801,0.60734,7.09105,0.59607,1.30446,0.01729,0.89649,0.19619,0.0,0.13351,0.54872,0.0,0.0,0.0,0.29893,0.0,1.0,0.0,0.0
0.68548,0.00675,0.00924,0.84368,0.00048,4.22242,0.53195,7.32943,0.46423,1.1364,0.01706,0.9,0.1075,0.0,0.11574,0.41037,0.0,0.0,0.0,0.35399,0.0,0.94617,0.0,0.0
0.68035,0.00684,0.00852,0.84383,0.00048,3.47028,0.607,7.38398,0.62397,1.74947,0.01637,0.9,0.18854,0.0,0.13924,0.53845,0.0,0.0,0.0,0.31762,0.0,1.0,0.0,0.0
0.67966,0.00688,0.00839,0.84077,0.00048,3.3946,0.60734,7.73477,0.59607,1.79973,0.01736,0.9,0.1852,0.0,0.13752,0.51257,0.0,0.0,0.0,0.30011,0.0,0.98507,0.0,0.0
0.6855,0.00802,0.00867,0.74717,0.00057,3.5237,0.61543,7.6181,0.41277,2.09326,0.02082,0.9,0.20378,0.0,0.12107,0.44125,0.0,0.0,0.0,0.34632,0.0,0.90715,0.0,0.0
0.67903,0.00683,0.00822,0.84186,0.00055,3.41695,0.64488,7.2804,0.62526,1.79973,0.01922,0.65078,0.1563,0.0,0.18169,0.51257,0.0,0.0,0.0,0.33487,0.0,1.0,0.0,0.0
0.67642,0.00662,0.00891,0.84771,0.00046,3.09177,0.63777,7.35195,0.65432,1.79337,0.0159,0.89469,0.19547,0.0,0.1505,0.49861,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
0.67877,0.00561,0.00966,0.874,0.00055,4.39095,0.70724,9.08213,0.59607,1.65505,0.02478,0.68294,0.18493,0.0,0.18516,0.51257,0.0,0.0,0.0,0.26156,0.0,0.74216,0.0,0.0
0.67625,0.00675,0.00687,0.87175,0.00049,3.30625,0.53643,6.29486,0.53085,2.14599,0.01507,0.9,0.16678,0.0,0.13457,0.54363,0.0,0.0,0.0,0.26904,0.0,0.84808,0.0,0.0
0.68053,0.00489,0.00822,0.80948,0.00049,3.47028,0.61539,7.6181,0.49322,1.79973,0.00908,0.9,0.22772,0.0,0.14114,0.47777,0.0,0.0,0.0,0.32009,0.0,1.0,0.0,0.0
0.68147,0.00675,0.00828,0.83955,0.00048,3.71062,0.6262,7.28093,0.59607,1.88025,0.01712,0.86317,0.18259,0.0,0.12418,0.5109,0.0,0.0,0.0,0.29565,0.0,0.9864,0.0,0.0
0.6817,0.00732,0.00822,0.84413,0.00051,3.22227,0.58451,7.59438,0.59794,1.79973,0.01918,0.88173,0.19076,0.0,0.1387,0.51257,0.0,0.0,0.0,0.32066,0.0,1.0,0.0,0.0
0.68059,0.00693,0.00885,0.84422,0.00049,3.61474,0.65761,8.0866,0.64039,1.79973,0.01563,0.9,0.19357,0.0,0.13722,0.51026,0.0,0.0,0.0,0.29893,0.0,1.0,0.0,0.0
0.68734,0.00676,0.00819,0.83785,0.00049,3.50196,0.61791,7.71271,0.59679,1.79973,0.01698,0.9,0.18314,0.0,0.13863,0.51039,0.0,0.0,0.0,0.30194,0.0,1.0,0.0,0.0
0.6832,0.00675,0.00822,0.85316,0.00049,4.95452,0.72935,6.05085,0.59607,1.5184,0.02003,0.63655,0.13593,0.0,0.11171,0.49438,0.0,0.0,0.0,0.29893,0.0,1.0,0.0,0.0
0.68034,0.00675,0.00906,0.83605,0.00047,3.09297,0.58419,7.9078,0.6612,1.79973,0.01544,0.82852,0.19191,0.0,0.13147,0.51257,0.0,0.0,0.0,0.29967,0.0,0.97721,0.0,0.0
0.67755,0.00662,0.0078,0.83063,0.00051,3.39436,0.63941,7.65084,0.6349,1.69395,0.01833,0.87707,0.18275,0.0,0.15042,0.56469,0.0,0.0,0.0,0.26847,0.0,1.0,0.0,0.0
0.67895,0.00675,0.00822,0.85182,0.00051,4.89431,0.60734,8.36382,0.8506,1.98941,0.01706,0.8884,0.18493,0.0,0.05625,0.61634,0.0,0.0,0.0,0.33484,0.0,1.0,0.0,0.0
0.68457,0.00675,0.00869,0.77974,0.00059,3.44379,0.5692,7.06239,0.55948,1.79973,0.01648,0.59567,0.14674,0.0,0.13149,0.50778,0.0,0.0,0.0,0.33135,0.0,0.90572,0.0,0.0
0.67962,0.00503,0.00975,0.85465,0.00049,3.54808,0.70084,7.60717,0.59607,1.86316,0.01399,0.9,0.18493,0.0,0.14386,0.51257,0.0,0.0,0.0,0.29785,0.0,1.0,0.0,0.0
0.68171,0.00706,0.00814,0.83955,0.00049,3.40274,0.61854,7.6181,0.63877,1.79973,0.0211,0.9,0.18629,0.0,0.14421,0.4884,0.0,0.0,0.0,0.29893,0.0,0.92554,0.0,0.0
0.68267,0.00662,0.00942,0.85623,0.00042,3.22553,0.54387,7.39659,0.57417,1.7228,0.01504,0.73049,0.19646,0.0,0.13752,0.49141,0.0,0.0,0.0,0.34179,0.0,0.9049,0.0,0.0
0.68018,0.00684,0.00845,0.84017,0.00049,3.51532,0.60303,7.56821,0.59889,1.83016,0.01694,0.9,0.18176,0.0,0.13752,0.51564,0.0,0.0,0.0,0.30138,0.0,1.0,0.0,0.0
0.6803,0.00675,0.00809,0.86498,0.00044,3.93249,0.54903,9.0547,0.63888,1.51218,0.01683,0.83359,0.18493,0.0,0.12608,0.47773,0.0,0.0,0.0,0.21994,0.0,1.0,0.0,0.0
0.67514,0.0059,0.00691,0.90677,0.00055,3.47028,0.79895,8.21574,0.75041,1.97535,0.01952,0.89476,0.21265,0.0,0.13752,0.4927,0.0,0.0,0.0,0.29893,0.0,0.85769,0.0,0.0
0.67373,0.00704,0.00856,0.8342,0.00048,2.8094,0.61479,7.6006,0.59975,2.26337,0.01228,0.9,0.21,0.0,0.13912,0.54359,0.0,0.0,0.0,0.28932,0.0,0.98957,0.0,0.0
0.68091,0.00667,0.00822,0.84213,0.00048,3.64104,0.72706,7.6181,0.69901,1.79973,0.0164,0.9,0.22586,0.0,0.13924,0.47457,0.0,0.0,0.0,0.30517,0.0,0.83977,0.0,0.0
